"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"43","Rhus","Rhus glabra","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3230559
"44","Rhus","Rhus glabra","plant flowering begin","7/7/1950","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3231658
"45","Rhus","Rhus glabra","plant flowering begin","7/1/1926","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3231665
"46","Rhus","Rhus typhina","whole plant height","18.5928","m","Maximum height",NA,NA,NA,"http://www.americanforests.org/resources/bigtrees/register.php",NA,NA,"United States",NA,NA,"public",3242996
"47","Rhus","Rhus glabra","whole plant height","5","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3245138
"48","Rhus","Rhus copallinum","leaf area","320","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Dilcher's Woods, upland","public",3253758
"49","Rhus","Rhus copallinum","leaf nitrogen content per leaf dry mass","17","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Archbold Biological Station","public",3253764
"50","Rhus","Rhus copallinum","leaf area per leaf dry mass","16.33986928","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3253765
"51","Rhus","Rhus copallinum","leaf dry mass","0.1","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3694403
"52","Rhus","Rhus copallinum","leaf dry mass","0.02","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Dilcher's Woods, upland","public",3695848
"53","Rhus","Rhus copallinum","leaf dry mass","0.02","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Dilcher's Woods, upland","public",3696381
"54","Rhus","Rhus copallinum","leaf dry mass","0.02","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Archbold Biological Station","public",3696452
"55","Rhus","Rhus copallinum","leaf dry mass","0.1","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3696593
"56","Rhus","Rhus copallinum","leaf dry mass","0.04","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","South Carolina","Little Pee Dee State Park","public",3696700
"57","Rhus","Rhus copallinum","leaf dry mass","0.06","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Archbold Biological Station","public",3696985
"58","Rhus","Rhus copallinum","leaf area","360","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Dilcher's Woods, upland","public",3697010
"59","Rhus","Rhus copallinum","leaf dry mass","0.06","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Archbold Biological Station","public",3697084
"60","Rhus","Rhus copallinum","leaf area per leaf dry mass","15.7480315","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3697226
"61","Rhus","Rhus copallinum","leaf area per leaf dry mass","7.794232268","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Archbold Biological Station","public",3697272
"62","Rhus","Rhus copallinum","leaf area per leaf dry mass","16.12903226","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Dilcher's Woods, upland","public",3697276
"63","Rhus","Rhus copallinum","leaf area per leaf dry mass","16.66666667","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","South Carolina","Little Pee Dee State Park","public",3697282
"64","Rhus","Rhus copallinum","leaf area per leaf dry mass","13.26259947","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Archbold Biological Station","public",3697288
"65","Rhus","Rhus copallinum","leaf area per leaf dry mass","8.635578584","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Archbold Biological Station","public",3697291
"66","Rhus","Rhus copallinum","leaf area per leaf dry mass","10.44932079","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Archbold Biological Station","public",3697292
"67","Rhus","Rhus copallinum","leaf area per leaf dry mass","12.85347044","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","South Carolina","Little Pee Dee State Park","public",3697293
"68","Rhus","Rhus copallinum","leaf area per leaf dry mass","17.03577513","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3697294
"69","Rhus","Rhus copallinum","leaf area","1190","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3697295
"70","Rhus","Rhus copallinum","leaf area per leaf dry mass","18.18181818","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Dilcher's Woods, upland","public",3697296
"71","Rhus","Rhus copallinum","leaf area per leaf dry mass","18.72659176","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3697297
"72","Rhus","Rhus copallinum","leaf area per leaf dry mass","20.28397566","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","South Carolina","Little Pee Dee State Park","public",3697299
"73","Rhus","Rhus copallinum","leaf area","1140","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3697300
"74","Rhus","Rhus copallinum","leaf area","2090","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3697301
"75","Rhus","Rhus copallinum","leaf area","1870","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3697302
"76","Rhus","Rhus copallinum","leaf area","770","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3697304
"77","Rhus","Rhus copallinum","leaf area per leaf dry mass","20.87682672","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3697305
"78","Rhus","Rhus copallinum","leaf area per leaf dry mass","23.52941176","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Dilcher's Woods, upland","public",3697306
"79","Rhus","Rhus copallinum","leaf nitrogen content per leaf dry mass","7.4","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","South Carolina","Little Pee Dee State Park","public",3697308
"80","Rhus","Rhus copallinum","leaf dry mass","0.08","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Archbold Biological Station","public",3697309
"81","Rhus","Rhus copallinum","leaf dry mass","0.07","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3697310
"82","Rhus","Rhus copallinum","leaf area","690","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Archbold Biological Station","public",3697311
"83","Rhus","Rhus copallinum","leaf dry mass","0.05","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3697312
"84","Rhus","Rhus copallinum","leaf dry mass","0.05","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Archbold Biological Station","public",3697313
"85","Rhus","Rhus copallinum","leaf dry mass","0.04","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","South Carolina","Little Pee Dee State Park","public",3697314
"86","Rhus","Rhus copallinum","leaf dry mass","0.04","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Archbold Biological Station","public",3697315
"87","Rhus","Rhus copallinum","leaf dry mass","0.02","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","South Carolina","Little Pee Dee State Park","public",3697316
"88","Rhus","Rhus copallinum","leaf area","390","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Archbold Biological Station","public",3697317
"89","Rhus","Rhus copallinum","leaf area","630","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Archbold Biological Station","public",3697318
"90","Rhus","Rhus copallinum","leaf nitrogen content per leaf dry mass","11.6","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Dilcher's Woods, upland","public",3697319
"91","Rhus","Rhus copallinum","leaf area","470","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Archbold Biological Station","public",3697320
"92","Rhus","Rhus copallinum","leaf area","270","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Archbold Biological Station","public",3697322
"93","Rhus","Rhus copallinum","leaf area","380","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Archbold Biological Station","public",3697324
"94","Rhus","Rhus copallinum","leaf area","450","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","South Carolina","Little Pee Dee State Park","public",3697325
"95","Rhus","Rhus copallinum","leaf area","250","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","South Carolina","Little Pee Dee State Park","public",3697326
"96","Rhus","Rhus typhina","leaf area","1650","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Pennsylvania",NA,"public",3697566
"97","Rhus","Rhus diversiloba","whole plant growth form","shrub",NA,NA,NA,NA,NA,"http://www.fsl.orst.edu/rna/Documents/publications/The%20Quercus%20garryana%20forests%20of%20the%20Willamette%20valley,%20Oregon%200968.pdf","Thilenius JF",NA,"United States","Oregon",NA,"public",3843586
"98","Rhus","Rhus diversiloba","whole plant growth form","shrub",NA,NA,NA,NA,NA,"http://onlinelibrary.wiley.com.ezproxy2.library.arizona.edu/doi/10.2307/1943563/epdf","Whittaker RH",NA,"United States",NA,"Siskiyou Mountains","public",3849329
"99","Rhus","Rhus vernix","whole plant growth form","shrub",NA,NA,NA,NA,NA,"http://onlinelibrary.wiley.com.ezproxy2.library.arizona.edu/doi/10.2307/1936332/pdf","White KL",NA,"United States","Wisconsin",NA,"public",3850655
"100","Rhus","Rhus pachyrrhachis","whole plant growth form","tree",NA,NA,NA,NA,NA,"http://ac.els-cdn.com.ezproxy3.library.arizona.edu/037811279090064I/1-s2.0-037811279090064I-main.pdf?_tid=7fd5d844-5e91-11e7-a5e4-00000aab0f6b&acdnat=1498936646_f1bb5a29cd006ad500b75c57217cdfb9","Reid N",NA,"Mexico",NA,NA,"public",3857860
"101","Rhus","Rhus trilobata","leaf carbon content per leaf dry mass","442.1","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",23.0413,-99.3079,2060,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Mexico","Tamaulipas","Reserva de La Biosfera El Cielo. Ca. 6 km along footpath to N of road from La Gloria to Joya Manantiales.","public",4254966
"102","Rhus","Rhus ovata","whole plant height","9.7536","m","Maximum height",NA,NA,NA,"http://www.americanforests.org/resources/bigtrees/register.php",NA,NA,"United States",NA,NA,"public",4400599
"103","Rhus","Rhus ovata","seed mass","20.618","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4402056
"104","Rhus","Rhus trilobata","leaf area per leaf dry mass","7.854","m2.kg-1","area/dry mass (Cornelissen et al. 2003)",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","Nebraska",NA,"public",4402120
"105","Rhus","Rhus trilobata","seed mass","29","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4402678
"106","Rhus","Rhus choriophylla","whole plant height","6.096","m","Maximum height",NA,NA,NA,"http://www.americanforests.org/resources/bigtrees/register.php",NA,NA,"United States",NA,NA,"public",4406619
"107","Rhus","Rhus trilobata","seed mass","19.6","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4414182
"108","Rhus","Rhus trilobata","seed mass","30.532","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4412725
"109","Rhus","Rhus integrifolia","leaf area per leaf dry mass","3.676","m2.kg-1","area/dry mass (Cornelissen et al. 2003)",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California","Santa Cruz Island","public",4431359
"110","Rhus","Rhus ovata","leaf area per leaf dry mass","4.055","m2.kg-1","area/dry mass (Cornelissen et al. 2003)",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California","Potrero","public",4431360
"111","Rhus","Rhus integrifolia","leaf area per leaf dry mass","3.676","m2.kg-1","area/dry mass (Cornelissen et al. 2003)",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California","Santa Cruz Island","public",4431366
"112","Rhus","Rhus ovata","leaf area per leaf dry mass","2.972","m2.kg-1","area/dry mass (Cornelissen et al. 2003)",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4431373
"113","Rhus","Rhus typhina","diameter at breast height (1.3 m)","3.75","cm",NA,38.1376555555556,-78.7570055555556,NA,NA,"Dean Walton",NA,"United States",NA,"Sawlog Ridge","public",5809178
"114","Rhus","Rhus glabra","diameter at breast height (1.3 m)","2.5","cm",NA,40.297,-95.621,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",625811
"115","Rhus","Rhus copallinum","diameter at breast height (1.3 m)","2.5","cm",NA,38.5,-90.5167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1732120
"116","Rhus","Rhus glabra","whole plant growth form","tree",NA,NA,40.297,-95.621,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1829168
"117","Rhus","Rhus copallinum","whole plant growth form","tree",NA,NA,38.5,-90.5167,NA,NA,"James S. MIller",NA,"United States",NA,NA,"public",1979558
"118","Rhus","Rhus trilobata","leaf nitrogen content per leaf dry mass","21.5","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",23.0451,-99.236,1755,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Mexico","Tamaulipas","Reserva de La Biosfera El Cielo. Ca. 1 km to N of high point of road from La Gloria to Joya Manantiales.","public",3110177
"119","Rhus","Rhus virens","leaf phosphorus content per leaf dry mass","0.56204","mg.g-1",NA,23.5785,-99.7147,2260,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Mexico","Tamaulipas","On broad flat ridge ca. 200 m to E of road from Ejido La Pena to Joya de la Pena cabins.","public",3115332
"120","Rhus","Rhus virens","leaf nitrogen content per leaf dry mass","18.7","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",23.0413,-99.3079,2060,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Mexico","Tamaulipas","Reserva de La Biosfera El Cielo. Ca. 6 km along footpath to N of road from La Gloria to Joya Manantiales.","public",3121896
"121","Rhus","Rhus virens","leaf carbon content per leaf dry mass","490.7","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",23.0413,-99.3079,2060,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Mexico","Tamaulipas","Reserva de La Biosfera El Cielo. Ca. 6 km along footpath to N of road from La Gloria to Joya Manantiales.","public",3121897
"122","Rhus","Rhus trilobata","leaf phosphorus content per leaf dry mass","1.13788","mg.g-1",NA,23.0451,-99.236,1755,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Mexico","Tamaulipas","Reserva de La Biosfera El Cielo. Ca. 1 km to N of high point of road from La Gloria to Joya Manantiales.","public",3156096
"123","Rhus","Rhus virens","leaf carbon content per leaf dry mass","528.8","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",23.5785,-99.7147,2260,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Mexico","Tamaulipas","On broad flat ridge ca. 200 m to E of road from Ejido La Pena to Joya de la Pena cabins.","public",3184829
"124","Rhus","Rhus trilobata","leaf carbon content per leaf dry mass","482.9","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",23.0451,-99.236,1755,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Mexico","Tamaulipas","Reserva de La Biosfera El Cielo. Ca. 1 km to N of high point of road from La Gloria to Joya Manantiales.","public",3183153
"125","Rhus","Rhus virens","leaf phosphorus content per leaf dry mass","1.13264","mg.g-1",NA,23.0413,-99.3079,2060,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Mexico","Tamaulipas","Reserva de La Biosfera El Cielo. Ca. 6 km along footpath to N of road from La Gloria to Joya Manantiales.","public",3185693
