"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"34","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","2.5","cm",NA,18.598,-95.096,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1099397
"35","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","7.5","cm",NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"Nicaragua",NA,NA,"public",1140086
"36","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","2.5","cm",NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"Nicaragua",NA,NA,"public",1140087
"37","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","2.5","cm",NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"Nicaragua",NA,NA,"public",1140088
"38","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5","cm",NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"Nicaragua",NA,NA,"public",1140089
"39","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","2.5","cm",NA,9.1,-79.6,NA,NA,"James S. MIller",NA,"Panama",NA,NA,"public",1343175
"40","Acalypha","Acalypha apodanthes","diameter at breast height (1.3 m)","3.59","cm",NA,10.3328,-84.0789,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1585563
"41","Acalypha","Acalypha ferdinandii","diameter at breast height (1.3 m)","3","cm",NA,9.58,-84.577,NA,NA,"James S. MIller",NA,"Costa Rica",NA,NA,"public",1733754
"42","Acalypha","Acalypha stenoloba","whole plant growth form","tree",NA,NA,9.1,-79.6,NA,NA,"James S. MIller",NA,"Panama",NA,NA,"public",1749438
"43","Acalypha","Acalypha stenoloba","whole plant growth form","tree",NA,NA,9.1,-79.6,NA,NA,"James S. MIller",NA,"Panama",NA,NA,"public",1749439
"44","Acalypha","Acalypha apodanthes","whole plant growth form","tree",NA,NA,10.3328,-84.0789,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1790753
"45","Acalypha","Acalypha skutchii","whole plant growth form","tree",NA,NA,18.598,-95.096,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1811173
"46","Acalypha","Acalypha diversifolia","whole plant growth form","tree",NA,NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"Nicaragua",NA,NA,"public",1818302
"47","Acalypha","Acalypha stenoloba","whole plant growth form","tree",NA,NA,9.1,-79.6,NA,NA,"James S. MIller",NA,"Panama",NA,NA,"public",1818346
"48","Acalypha","Acalypha skutchii","whole plant growth form","tree",NA,NA,18.598,-95.096,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1825516
"49","Acalypha","Acalypha skutchii","whole plant growth form","tree",NA,NA,18.598,-95.096,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1829279
"50","Acalypha","Acalypha diversifolia","whole plant growth form","tree",NA,NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"Nicaragua",NA,NA,"public",1845609
"51","Acalypha","Acalypha diversifolia","whole plant growth form","tree",NA,NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"Nicaragua",NA,NA,"public",1845610
"52","Acalypha","Acalypha diversifolia","whole plant growth form","tree",NA,NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"Nicaragua",NA,NA,"public",1845611
"53","Acalypha","Acalypha diversifolia","whole plant growth form","tree",NA,NA,18.598,-95.096,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1893311
"54","Acalypha","Acalypha diversifolia","whole plant growth form","tree",NA,NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"Nicaragua",NA,NA,"public",1898699
"55","Acalypha","Acalypha diversifolia","whole plant growth form","tree",NA,NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"Nicaragua",NA,NA,"public",1898700
"56","Acalypha","Acalypha diversifolia","whole plant growth form","tree",NA,NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"Nicaragua",NA,NA,"public",1898701
"57","Acalypha","Acalypha diversifolia","whole plant growth form","tree",NA,NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"Nicaragua",NA,NA,"public",1898702
"58","Acalypha","Acalypha diversifolia","whole plant growth form","tree",NA,NA,9.1,-79.6,NA,NA,"James S. MIller",NA,"Panama",NA,NA,"public",1926482
"59","Acalypha","Acalypha apodanthes","whole plant growth form","tree",NA,NA,10.3328,-84.0789,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1959436
"60","Acalypha","Acalypha ferdinandii","whole plant growth form","tree",NA,NA,9.58,-84.577,NA,NA,"James S. MIller",NA,"Costa Rica",NA,NA,"public",1979612
"61","Acalypha",NA,"leaf phosphorus content per leaf dry mass","1.02086377","mg.g-1",NA,10.98407,-85.42447,650,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","Area de Concervacion Guanacaste Pitilla Station","public",3104504
"62","Acalypha","Acalypha diversifolia","whole plant height","6","m","max height",9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.d87v7","Letcher SG","susan.letcher@purchase.edu","Panama","Panama",NA,"public",3943101
"63","Acalypha","Acalypha diversifolia","leaf dry mass per leaf fresh mass","352.4","mg.g-1",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.d87v7","Letcher SG","susan.letcher@purchase.edu","Panama","Panama",NA,"public",3943102
"64","Acalypha","Acalypha macrostachya","whole plant height","7","m","max height",9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.d87v7","Letcher SG","susan.letcher@purchase.edu","Panama","Panama",NA,"public",3943117
"65","Acalypha","Acalypha macrostachya","leaf dry mass per leaf fresh mass","256.1","mg.g-1",NA,9.15,-79.85,NA,"http://datadryad.org/resource/doi:10.5061/dryad.d87v7","Letcher SG","susan.letcher@purchase.edu","Panama","Panama",NA,"public",3943118
"66","Acalypha",NA,"leaf carbon content per leaf dry mass","448.119","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",10.98407,-85.42447,650,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Guanacaste","Area de Concervacion Guanacaste Pitilla Station","public",3997432
"67","Acalypha",NA,"leaf carbon content per leaf dry mass","423.418454","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",10.54316,-85.16853,431,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Alajuela","Area de Concervacion Guanacaste Sector Rincon Rainforest (Caribe)","public",3997851
"68","Acalypha",NA,"leaf nitrogen content per leaf dry mass","23.002","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",10.54316,-85.16853,431,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Costa Rica","Alajuela","Area de Concervacion Guanacaste Sector Rincon Rainforest (Caribe)","public",4008532
"69","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.144619942,-79.85870361,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4642948
"70","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,8.986410141,-79.61799622,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4652670
"71","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4706457
"72","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.080479622,-79.64510345,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4708149
"73","Acalypha","Acalypha macrostachya","diameter at breast height (1.3 m)","5005","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4708823
"74","Acalypha","Acalypha macrostachya","diameter at breast height (1.3 m)","5000.5","cm",NA,8.986410141,-79.61799622,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4713676
"75","Acalypha","Acalypha macrostachya","diameter at breast height (1.3 m)","5000.5","cm",NA,8.985910416,-79.63839722,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4714707
"76","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.2603302,-79.95600128,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4716416
"77","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,8.985910416,-79.63839722,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4725445
"78","Acalypha","Acalypha macrostachya","diameter at breast height (1.3 m)","5005","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4761514
"79","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.121700287,-79.67310333,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4797689
"80","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.332530022,-79.95410156,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4811404
"81","Acalypha","Acalypha macrostachya","diameter at breast height (1.3 m)","5000.5","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4840095
"82","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.258020401,-79.95290375,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4844728
"83","Acalypha","Acalypha macrostachya","diameter at breast height (1.3 m)","5000.5","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4925753
"84","Acalypha","Acalypha macrostachya","diameter at breast height (1.3 m)","5000.5","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4926802
"85","Acalypha","Acalypha macrostachya","diameter at breast height (1.3 m)","5000.5","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4928305
"86","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.280870438,-79.97470093,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4930438
"87","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.16176033,-79.74530029,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4938579
"88","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.168299675,-79.74639893,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4962959
"89","Acalypha","Acalypha macrostachya","diameter at breast height (1.3 m)","5000.5","cm",NA,9.168299675,-79.74639893,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4963233
"90","Acalypha","Acalypha macrostachya","diameter at breast height (1.3 m)","5000.5","cm",NA,8.986410141,-79.61799622,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4978987
"91","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.280870438,-79.97470093,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",4983368
"92","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.156820297,-79.75170135,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",5937415
"93","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,8.986410141,-79.61799622,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",6312788
"94","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.125260353,-79.88529968,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",7902161
"95","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5005","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",8549979
"96","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5005","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",9655998
"97","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",9727106
"98","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5005","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",9956331
"99","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.144909859,-79.87789917,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",10247454
"100","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5005","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",10252051
"101","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",10523242
"102","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.143460274,-79.88249969,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",10948105
"103","Acalypha","Acalypha macrostachya","diameter at breast height (1.3 m)","5005","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",11460258
"104","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",14451944
"105","Acalypha","Acalypha macrostachya","diameter at breast height (1.3 m)","5005","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",14555862
"106","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.187879562,-79.82099915,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",14639021
"107","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.141489983,-79.6934967,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",15664567
"108","Acalypha","Acalypha macrostachya","diameter at breast height (1.3 m)","5000.5","cm",NA,8.986410141,-79.61799622,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",16459567
"109","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",17239907
"110","Acalypha","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"Panama",NA,NA,"public",17772263
