"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"34","Potentilla","Potentilla fruticosa","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178930
"35","Potentilla","Potentilla norvegica","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3178933
"36","Potentilla","Potentilla pennsylvanica","plant flowering begin","6/16/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3208634
"37","Potentilla","Potentilla pennsylvanica","plant flowering begin","7/6/1917","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3208641
"38","Potentilla","Potentilla pennsylvanica","plant flowering begin","6/29/1958","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3208645
"39","Potentilla","Potentilla pennsylvanica","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3208646
"40","Potentilla","Potentilla anserina","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3209452
"41","Potentilla","Potentilla norvegica","plant flowering begin","6/26/1954","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225270
"42","Potentilla","Potentilla norvegica","plant flowering begin","6/16/1914","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225284
"43","Potentilla","Potentilla fruticosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225303
"44","Potentilla","Potentilla concinna","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225304
"45","Potentilla","Potentilla concinna","plant flowering begin","5/16/1913","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225305
"46","Potentilla","Potentilla fruticosa","plant flowering begin","6/28/1940","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225306
"47","Potentilla","Potentilla norvegica","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225323
"48","Potentilla","Potentilla fruticosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3224425
"49","Potentilla","Potentilla arguta","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3224819
"50","Potentilla","Potentilla fruticosa","plant flowering begin","6/11/1929","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3224893
"51","Potentilla","Potentilla arguta","plant flowering begin","7/13/1915","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225229
"52","Potentilla","Potentilla norvegica","plant flowering begin","6/22/1920","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225234
"53","Potentilla","Potentilla norvegica","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225272
"54","Potentilla","Potentilla arguta","plant flowering begin","6/24/1914","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225291
"55","Potentilla","Potentilla fruticosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225292
"56","Potentilla","Potentilla fruticosa","plant flowering begin","6/1/1952","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225298
"57","Potentilla","Potentilla concinna","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225300
"58","Potentilla","Potentilla concinna","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225301
"59","Potentilla","Potentilla fruticosa","plant flowering begin","6/13/1954","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225310
"60","Potentilla","Potentilla glandulosa","leaf area per leaf dry mass","0.141491742","m2.kg-1",NA,NA,NA,1750,"http://datadryad.org/resource/doi:10.5061/dryad.q2n8p","Stevens JT","jtstevens@ucdavis.edu","United States","California",NA,"public",3225311
"61","Potentilla","Potentilla norvegica","plant flowering begin","7/8/1957","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225319
"62","Potentilla","Potentilla norvegica","plant flowering begin","6/16/1923","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3225329
"63","Potentilla","Potentilla fruticosa","whole plant height","0.8","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3243769
"64","Potentilla","Potentilla pennsylvanica","plant flowering begin","6/25/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3250720
"65","Potentilla","Potentilla anserina","plant flowering begin","5/27/1936","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3251560
"66","Potentilla","Potentilla fruticosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3252910
"67","Potentilla","Potentilla norvegica","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3258305
"68","Potentilla","Potentilla anserina","leaf area","3424.778","mm2","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3258380
"69","Potentilla","Potentilla anserina","leaf nitrogen content per leaf dry mass","27.19966","mg.g-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3258381
"70","Potentilla","Potentilla rubricaulis","leaf nitrogen content per leaf dry mass","17.96","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",38.89702,-106.9792,2815,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Approximately 1 mile north on Washington Gulch Road from Rte 135 north of Crested Butte CO.","public",3261924
"71","Potentilla","Potentilla anserina","whole plant height","0.25","m","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3262347
"72","Potentilla","Potentilla fruticosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3480690
"73","Potentilla","Potentilla arguta","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3483624
"74","Potentilla","Potentilla arguta","plant flowering begin","6/29/1920","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3483625
"75","Potentilla","Potentilla arguta","plant flowering begin","6/27/1954","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3483614
"76","Potentilla","Potentilla pennsylvanica","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3585720
"77","Potentilla","Potentilla fruticosa","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3687467
"78","Potentilla","Potentilla arguta","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3687474
"79","Potentilla","Potentilla norvegica","plant flowering begin","6/30/1948","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3693465
"80","Potentilla","Potentilla anserina","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3694333
"81","Potentilla","Potentilla arguta","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3687453
"82","Potentilla","Potentilla rivalis","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3687460
"83","Potentilla","Potentilla fruticosa","plant flowering begin","6/15/1949","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698808
"84","Potentilla","Potentilla fruticosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698809
"85","Potentilla","Potentilla arguta","plant flowering begin","6/18/1951","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698816
"86","Potentilla","Potentilla fruticosa","plant flowering begin","5/28/1946","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3697233
"87","Potentilla","Potentilla norvegica","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698127
"88","Potentilla","Potentilla fruticosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698411
"89","Potentilla","Potentilla arguta","plant flowering begin","6/21/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698116
"90","Potentilla","Potentilla rivalis","plant flowering begin","6/18/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698170
"91","Potentilla","Potentilla fruticosa","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698300
"92","Potentilla","Potentilla arguta","plant flowering begin","6/17/1921","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698815
"93","Potentilla","Potentilla paradoxa","plant flowering begin","7/7/1954","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698821
"94","Potentilla","Potentilla norvegica","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698824
"95","Potentilla","Potentilla arguta","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698825
"96","Potentilla","Potentilla paradoxa","plant flowering begin","7","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698835
"97","Potentilla","Potentilla norvegica","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698845
"98","Potentilla","Potentilla norvegica","plant flowering begin","6/17/1925","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698846
"99","Potentilla","Potentilla norvegica","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698847
"100","Potentilla","Potentilla norvegica","plant flowering begin","6/17/1917","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698848
"101","Potentilla","Potentilla norvegica","plant flowering begin","6/16/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698850
"102","Potentilla","Potentilla norvegica","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698851
"103","Potentilla","Potentilla norvegica","plant flowering begin","6/20/1913","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698853
"104","Potentilla","Potentilla norvegica","plant flowering begin","6/21/1953","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698864
"105","Potentilla","Potentilla norvegica","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698878
"106","Potentilla","Potentilla norvegica","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698885
"107","Potentilla","Potentilla norvegica","plant flowering begin","6/18/1915","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3698890
"108","Potentilla","Potentilla rubricaulis","leaf carbon content per leaf dry mass","430.940947","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",38.89702,-106.9792,2815,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Approximately 1 mile north on Washington Gulch Road from Rte 135 north of Crested Butte CO.","public",3984324
"109","Potentilla","Potentilla rubricaulis","leaf carbon content per leaf dry mass","455.1","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",38.89702,-106.9792,2815,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Approximately 1 mile north on Washington Gulch Road from Rte 135 north of Crested Butte CO.","public",4183907
"110","Potentilla","Potentilla rubricaulis","leaf nitrogen content per leaf dry mass","44.3","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",38.89702,-106.9792,2815,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Approximately 1 mile north on Washington Gulch Road from Rte 135 north of Crested Butte CO.","public",4184007
"111","Potentilla","Potentilla glandulosa","leaf carbon content per leaf nitrogen content","32.0373134",NA,NA,NA,NA,1750,"http://datadryad.org/resource/doi:10.5061/dryad.q2n8p","Stevens JT","jtstevens@ucdavis.edu","United States","California",NA,"public",4374081
"112","Potentilla","Potentilla drummondii","seed mass","0.332","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4403494
"113","Potentilla","Potentilla glandulosa","seed mass","0.401","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4406361
"114","Potentilla","Potentilla glandulosa","seed mass","0.088","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4407327
"115","Potentilla","Potentilla glandulosa","seed mass","0.346","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4430884
"116","Potentilla","Potentilla glandulosa","seed mass","0.244","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4428405
"117","Potentilla","Potentilla glandulosa","seed mass","0.302","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4428407
"118","Potentilla","Potentilla anserina","seed mass","1.091","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4430099
"119","Potentilla","Potentilla gracilis","seed mass","0.43","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4430109
"120","Potentilla","Potentilla gracilis","seed mass","0.223","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4430118
"121","Potentilla","Potentilla gracilis","seed mass","0.182","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4428633
"122","Potentilla","Potentilla glandulosa","seed mass","0.051","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4430894
"123","Potentilla","Potentilla glandulosa","seed mass","0.0847","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4430895
"124","Potentilla","Potentilla gracilis","leaf nitrogen content per leaf dry mass","15","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",38.87801,-105.9809,2710,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Crested Butte Land Trust Confluence Site. 1 mi. N of Crested Butte along Slate River Road.","public",14890
"125","Potentilla","Potentilla gracilis","leaf carbon content per leaf dry mass","398.305489","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",38.87801,-105.9809,2710,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Crested Butte Land Trust Confluence Site. 1 mi. N of Crested Butte along Slate River Road.","public",3109016
"126","Potentilla","Potentilla rubricaulis","leaf carbon content per leaf dry mass","426.043508","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",38.89702,-106.9792,2815,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Approximately 1 mile north on Washington Gulch Road from Rte 135 north of Crested Butte CO.","public",3109028
"127","Potentilla","Potentilla rubricaulis","leaf nitrogen content per leaf dry mass","19.283","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",38.89702,-106.9792,2815,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Approximately 1 mile north on Washington Gulch Road from Rte 135 north of Crested Butte CO.","public",3114512
