"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"28","Phlox","Phlox diffusa","leaf area per leaf dry mass","0.139680032","m2.kg-1",NA,NA,NA,1750,"http://datadryad.org/resource/doi:10.5061/dryad.q2n8p","Stevens JT","jtstevens@ucdavis.edu","United States","California",NA,"public",3222988
"29","Phlox","Phlox hoodii","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3483870
"30","Phlox","Phlox hoodii","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3483876
"31","Phlox","Phlox andicola","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3668720
"32","Phlox","Phlox andicola","plant flowering begin","5/19/1961","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3669314
"33","Phlox","Phlox tenuifolia","whole plant growth form","shrub",NA,NA,NA,NA,NA,"http://www.jstor.org.ezproxy4.library.arizona.edu/stable/pdf/40021924.pdf","Whittaker RH",NA,"United States","Arizona","Santa Clarita Mountains","public",3845373
"34","Phlox","Phlox adsurgens","whole plant growth form","herb",NA,NA,NA,NA,NA,"http://onlinelibrary.wiley.com.ezproxy2.library.arizona.edu/doi/10.2307/1943563/epdf","Whittaker RH",NA,"United States",NA,"Siskiyou Mountains","public",3849322
"35","Phlox","Phlox bifida","whole plant height","0.2","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3906909
"36","Phlox","Phlox hoodii","leaf nitrogen content per leaf dry mass","10.445","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",38.65511,-106.86,2468,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Several hundred meters up Forest Service Access road directly across the street from Almont Campground ~2.5 miles south of Almont on Rt. 135","public",4020184
"37","Phlox","Phlox speciosa","seed mass","4.15","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4400964
"38","Phlox","Phlox gracilis","seed mass","0.74","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4429322
"39","Phlox","Phlox gracilis","seed mass","1.601","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4429338
"40","Phlox","Phlox gracilis","seed mass","1.218","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4428545
"41","Phlox","Phlox diffusa","seed mass","5.008","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4428549
"42","Phlox","Phlox speciosa","seed mass","9.025","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4429343
"43","Phlox","Phlox hoodii","leaf nitrogen content per leaf dry mass","17.353","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",38.65511,-106.86,2468,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Several hundred meters up Forest Service Access road directly across the street from Almont Campground ~2.5 miles south of Almont on Rt. 135","public",3172563
"44","Phlox","Phlox hoodii","leaf nitrogen content per leaf dry mass","10.988","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",38.65511,-106.86,2468,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Several hundred meters up Forest Service Access road directly across the street from Almont Campground ~2.5 miles south of Almont on Rt. 135","public",3172567
"45","Phlox","Phlox hoodii","leaf carbon content per leaf dry mass","362.878","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",38.65511,-106.86,2468,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Several hundred meters up Forest Service Access road directly across the street from Almont Campground ~2.5 miles south of Almont on Rt. 135","public",3172568
"46","Phlox","Phlox hoodii","leaf carbon content per leaf dry mass","358.899","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",38.65511,-106.86,2468,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Several hundred meters up Forest Service Access road directly across the street from Almont Campground ~2.5 miles south of Almont on Rt. 135","public",3172575
"47","Phlox","Phlox hoodii","leaf phosphorus content per leaf dry mass","1.39073","mg.g-1",NA,38.65511,-106.86,2468,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Several hundred meters up Forest Service Access road directly across the street from Almont Campground ~2.5 miles south of Almont on Rt. 135","public",3172602
"48","Phlox","Phlox hoodii","leaf phosphorus content per leaf dry mass","1.43958","mg.g-1",NA,38.65511,-106.86,2468,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Several hundred meters up Forest Service Access road directly across the street from Almont Campground ~2.5 miles south of Almont on Rt. 135","public",3262112
"49","Phlox","Phlox hoodii","leaf phosphorus content per leaf dry mass","1.78773","mg.g-1",NA,38.65511,-106.86,2468,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Several hundred meters up Forest Service Access road directly across the street from Almont Campground ~2.5 miles south of Almont on Rt. 135","public",4020866
"50","Phlox","Phlox hoodii","leaf carbon content per leaf dry mass","425.86","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",38.65511,-106.86,2468,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Several hundred meters up Forest Service Access road directly across the street from Almont Campground ~2.5 miles south of Almont on Rt. 135","public",4021425
