"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"25","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","5.69","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",316523
"26","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","2.7","cm",NA,10.1825,-84.1069,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",342945
"27","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","5.19","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",370476
"28","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","5.3","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",411463
"29","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","14.19","cm",NA,17.5711,-96.3589,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",451411
"30","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","5","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",465282
"31","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","3.2","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",559069
"32","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","3.5","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",599349
"33","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","3.59","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",640024
"34","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","4.3","cm",NA,17.5778,-96.3333,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",653418
"35","Celastrus",NA,"diameter at breast height (1.3 m)","9","cm",NA,19.613,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",666924
"36","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","4.69","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",666766
"37","Celastrus",NA,"diameter at breast height (1.3 m)","3","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",678878
"38","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","2.79","cm",NA,17.6208,-96.3667,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",680420
"39","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","2.9","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",842308
"40","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","5.8","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",842309
"41","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","3.4","cm",NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",909486
"42","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","7.69","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",909516
"43","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","7","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",909520
"44","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","3.79","cm",NA,17.5711,-96.3589,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",909558
"45","Celastrus",NA,"diameter at breast height (1.3 m)","12","cm",NA,19.613,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",909667
"46","Celastrus",NA,"diameter at breast height (1.3 m)","2.5","cm",NA,19.613,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",909668
"47","Celastrus",NA,"diameter at breast height (1.3 m)","2.5","cm",NA,19.613,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",909669
"48","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","4.69","cm",NA,17.5778,-96.3333,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",923071
"49","Celastrus",NA,"diameter at breast height (1.3 m)","3","cm",NA,19.679,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",934856
"50","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","6","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",936425
"51","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","4.9","cm",NA,10.2108,-84.1125,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",990807
"52","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","2.59","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1004804
"53","Celastrus",NA,"diameter at breast height (1.3 m)","8","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1016918
"54","Celastrus",NA,"diameter at breast height (1.3 m)","4","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1016914
"55","Celastrus",NA,"diameter at breast height (1.3 m)","4","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1016917
"56","Celastrus",NA,"diameter at breast height (1.3 m)","3","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1016931
"57","Celastrus",NA,"diameter at breast height (1.3 m)","3","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1016930
"58","Celastrus",NA,"diameter at breast height (1.3 m)","2.5","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1016933
"59","Celastrus",NA,"diameter at breast height (1.3 m)","2.5","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1016934
"60","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","6.4","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1018269
"61","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","5.5","cm",NA,17.5711,-96.3589,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1059096
"62","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","9.3","cm",NA,17.5711,-96.3589,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1072407
"63","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","4.5","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1220989
"64","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","3","cm",NA,17.6208,-96.3667,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1247600
"65","Celastrus",NA,"diameter at breast height (1.3 m)","5","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1247797
"66","Celastrus",NA,"diameter at breast height (1.3 m)","3","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1247798
"67","Celastrus",NA,"diameter at breast height (1.3 m)","2.5","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1247799
"68","Celastrus",NA,"diameter at breast height (1.3 m)","2.5","cm",NA,19.613,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1261451
"69","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","3.59","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1275106
"70","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","5.69","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1288631
"71","Celastrus",NA,"diameter at breast height (1.3 m)","7","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1314582
"72","Celastrus",NA,"diameter at breast height (1.3 m)","2.5","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1314588
"73","Celastrus",NA,"diameter at breast height (1.3 m)","6","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1314593
"74","Celastrus",NA,"diameter at breast height (1.3 m)","6","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1314594
"75","Celastrus",NA,"diameter at breast height (1.3 m)","4","cm",NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1368094
"76","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","8","cm",NA,17.5711,-96.3589,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1423402
"77","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","5.19","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1477096
"78","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","3","cm",NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1531220
"79","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","3.79","cm",NA,17.6208,-96.3667,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1531263
"80","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","8.3","cm",NA,17.5711,-96.3589,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1572144
"81","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","5.8","cm",NA,10.2131,-84.1014,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1585567
"82","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","5.09","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1666200
"83","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","8.5","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1679503
"84","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","9","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1706530
"85","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","3.5","cm",NA,17.5778,-96.3333,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1720131
"86","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","4.69","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1733598
"87","Celastrus","Celastrus vulcanicola","diameter at breast height (1.3 m)","3.5","cm",NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1747710
"88","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1749296
"89","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1752681
"90","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,10.1825,-84.1069,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1763373
"91","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5711,-96.3589,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1763464
"92","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1765218
"93","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1766952
"94","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5711,-96.3589,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1770499
"95","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1771440
"96","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1771461
"97","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1772391
"98","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.679,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1776213
"99","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1779773
"100","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1779775
"101","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1781712
"102","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1781713
"103","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1783464
"104","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1783466
"105","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1787094
"106","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,10.1825,-84.1069,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1790732
"107","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1800151
"108","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5711,-96.3589,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1805562
"109","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1807328
"110","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1819950
"111","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1825269
"112","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1830850
"113","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5778,-96.3333,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1832723
"114","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1834477
"115","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.613,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1834668
"116","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.6208,-96.3667,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1836229
"117","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1836404
"118","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1858134
"119","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1858135
"120","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,10.1686,-84.1133,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1867383
"121","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1867409
"122","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1867413
"123","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5711,-96.3589,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1867452
"124","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.613,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1867594
"125","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.613,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1867595
"126","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.613,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1867596
"127","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5778,-96.3333,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1869219
"128","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1870993
"129","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.679,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1871236
"130","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,10.2108,-84.1125,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Costa Rica",NA,NA,"public",1878523
"131","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1880387
"132","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1882380
"133","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1882381
"134","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1882205
"135","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1882378
"136","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1882377
"137","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1882382
"138","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1882383
"139","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1882384
"140","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5711,-96.3589,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1887850
"141","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5711,-96.3589,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1889637
"142","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1907778
"143","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1909540
"144","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.6208,-96.3667,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1913141
"145","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1913349
"146","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1913347
"147","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.5,-96.95,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1913348
"148","Celastrus",NA,"whole plant growth form","liana",NA,NA,19.613,-100,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1915262
"149","Celastrus","Celastrus vulcanicola","whole plant growth form","liana",NA,NA,17.5931,-96.4764,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","Mexico",NA,NA,"public",1916984
