"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"32","Vitis","Vitis riparia","seed mass","79","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3182542
"33","Vitis","Vitis rotundifolia","leaf dry mass","0.1","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Dilcher's Woods, lowland","public",3182543
"34","Vitis","Vitis vinifera","leaf area per leaf dry mass","26.87573","m2.kg-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3182545
"35","Vitis","Vitis rupestris","leaf dry mass","0.17","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3183773
"36","Vitis","Vitis rupestris","leaf dry mass","0.22","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3183774
"37","Vitis","Vitis rupestris","leaf area","4030","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Georgia","Big Hammock Natural Area and Wildlife Management Area","public",3183775
"38","Vitis","Vitis riparia","plant flowering begin","6/17/1953","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3226862
"39","Vitis","Vitis vulpina","leaf area","8280","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Pennsylvania",NA,"public",3227913
"40","Vitis","Vitis rupestris","leaf dry mass","0.06","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3227963
"41","Vitis","Vitis riparia","plant flowering begin","6/5/1932","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3228283
"42","Vitis","Vitis aestivalis","leaf area","13450","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Pennsylvania","Hawk Mountain Sanctuary","public",3228314
"43","Vitis",NA,"leaf phosphorus content per leaf dry mass","1.03714","mg.g-1",NA,23.0451,-99.236,1755,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","Mexico","Tamaulipas","Reserva de La Biosfera El Cielo. Ca. 1 km to N of high point of road from La Gloria to Joya Manantiales.","public",3228551
"44","Vitis","Vitis rupestris","leaf nitrogen content per leaf dry mass","11.6","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3228524
"45","Vitis","Vitis riparia","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3228535
"46","Vitis","Vitis riparia","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3228564
"47","Vitis","Vitis riparia","plant flowering begin","6/5/1952","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3228633
"48","Vitis","Vitis riparia","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3228636
"49","Vitis","Vitis riparia","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3228651
"50","Vitis","Vitis rotundifolia","leaf dry mass","0.12","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Dilcher's Woods, lowland","public",3228667
"51","Vitis","Vitis rupestris","leaf area per leaf dry mass","29.3255132","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Georgia","Big Hammock Natural Area and Wildlife Management Area","public",3229312
"52","Vitis","Vitis rupestris","leaf area per leaf dry mass","23.36448598","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3229313
"53","Vitis","Vitis riparia","leaf area per leaf dry mass","26.84958","m2.kg-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3254164
"54","Vitis","Vitis aestivalis","leaf dry mass","0.59","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Pennsylvania","Hawk Mountain Sanctuary","public",3262804
"55","Vitis","Vitis vinifera","leaf area","11962.65","mm2","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3262807
"56","Vitis","Vitis rupestris","leaf area","3170","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3705008
"57","Vitis","Vitis riparia","plant flowering begin","6/13/1929","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3707962
"58","Vitis","Vitis riparia","plant flowering begin","6/12/1935","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3708057
"59","Vitis","Vitis riparia","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3708073
"60","Vitis","Vitis riparia","plant flowering begin","6/6/1960","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3711197
"61","Vitis","Vitis riparia","leaf nitrogen content per leaf dry mass","15.7","mg.g-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3711357
"62","Vitis","Vitis vinifera","leaf nitrogen content per leaf dry mass","25.23058","mg.g-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3711363
"63","Vitis","Vitis vinifera","seed mass","27.82086","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3711364
"64","Vitis","Vitis rupestris","leaf dry mass","0.19","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3736561
"65","Vitis","Vitis aestivalis","leaf area","7930","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Pennsylvania",NA,"public",3736530
"66","Vitis","Vitis rotundifolia","leaf area per leaf dry mass","23.86634845","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Dilcher's Woods, lowland","public",3736540
"67","Vitis","Vitis rotundifolia","leaf area","2670","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Florida","Dilcher's Woods, lowland","public",3736541
"68","Vitis","Vitis rupestris","leaf area","3940","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3736542
"69","Vitis","Vitis rupestris","leaf area","3880","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3736543
"70","Vitis","Vitis rupestris","leaf area","2290","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3736544
"71","Vitis","Vitis rupestris","leaf area","2610","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Georgia","Big Hammock Natural Area and Wildlife Management Area","public",3736545
"72","Vitis","Vitis rupestris","leaf area","4400","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3736546
"73","Vitis","Vitis rupestris","leaf area","3190","mm2","Area of dry blade calculated on photographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Georgia","Big Hammock Natural Area and Wildlife Management Area","public",3736548
"74","Vitis","Vitis rupestris","leaf area per leaf dry mass","29.15451895","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3736549
"75","Vitis","Vitis rupestris","leaf area per leaf dry mass","22.88329519","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3736550
"76","Vitis","Vitis rupestris","leaf area per leaf dry mass","22.42152466","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3736551
"77","Vitis","Vitis rupestris","leaf area per leaf dry mass","22.22222222","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3736552
"78","Vitis","Vitis rupestris","leaf area per leaf dry mass","20.36659878","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Georgia","Big Hammock Natural Area and Wildlife Management Area","public",3736553
"79","Vitis","Vitis rupestris","leaf area per leaf dry mass","20.04008016","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Georgia","Big Hammock Natural Area and Wildlife Management Area","public",3736554
"80","Vitis","Vitis rupestris","leaf dry mass","0.2","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Georgia","Big Hammock Natural Area and Wildlife Management Area","public",3736555
"81","Vitis","Vitis rupestris","leaf nitrogen content per leaf dry mass","16.3","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Georgia","Big Hammock Natural Area and Wildlife Management Area","public",3736556
"82","Vitis","Vitis rupestris","leaf dry mass","0.16","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","Georgia","Big Hammock Natural Area and Wildlife Management Area","public",3736557
"83","Vitis","Vitis rupestris","leaf dry mass","0.11","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3736558
"84","Vitis","Vitis rupestris","leaf area per leaf dry mass","38.31417625","m2.kg-1","leaf dry area calculated with photpographies",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3736559
"85","Vitis","Vitis rupestris","leaf dry mass","0.18","g","actual measurement",NA,NA,NA,NA,"Dana Royer","droyer@wesleyan.edu","United States","North Carolina","Duke Forest","public",3736560
"86","Vitis","Vitis vulpina","leaf area","8438.6","mm2",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b3q08","Zanne AE","aezanne@gmail.com","United States","Missouri","St. Louis Tyson Research Center","public",3814006
"87","Vitis","Vitis vulpina","leaf area per leaf dry mass","19.03773","m2.kg-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.b3q08","Zanne AE","aezanne@gmail.com","United States","Missouri","St. Louis Tyson Research Center","public",3814228
"88","Vitis","Vitis arizonica","whole plant growth form","herb",NA,NA,NA,NA,NA,"http://www.sciencedirect.com.ezproxy1.library.arizona.edu/science/article/pii/S000632079900035X","Zimmerman JC",NA,"United States","Arizona",NA,"public",3843166
"89","Vitis","Vitis tiliifolia","whole plant growth form","liana",NA,NA,NA,NA,NA,"https://www.researchgate.net/profile/Pedro_Dias9/publication/6399685_Foraging_Habits_of_Alouatta_palliata_mexicana_in_Three_Forest_Fragments/links/0c960530e4702898c2000000.pdf","Asensio N",NA,"Mexico",NA,NA,"public",3844649
"90","Vitis","Vitis aestivalis","whole plant growth form","vine",NA,NA,NA,NA,NA,"https://www.researchgate.net/profile/Glenn_Matlack/publication/222815109_Prescribed_burning_and_understory_composition_in_a_temperate_deciduous_forest_Ohio_USA/links/542ae7010cf27e39fa917866.pdf","Matlack G","matlack@ohio.edu","United States","Ohio",NA,"public",3846404
"91","Vitis","Vitis labrusca","whole plant height","12","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3933905
"92","Vitis","Vitis californica","seed mass","40.943","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4430549
"93","Vitis",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,36.4,-81.6,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Three Top Mountain Game Land - Three Top Mountain","public",5241576
"94","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,33.814168012,-80.776982548,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",5242004
"95","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","3.75","cm",NA,35.3,-83.1,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Brown Mountain","public",5340829
"96","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","0.5","cm",NA,36.02,-81.82,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Lost Cove Creek","public",5438948
"97","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","2.5","cm",NA,33.833349674,-80.857070581,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",5723124
"98","Vitis","Vitis vulpina","diameter at breast height (1.3 m)","3.75","cm",NA,38.7716,-78.2904388888889,NA,NA,"Dean Walton",NA,"United States",NA,"Bearwallow","public",6409843
"99","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","3.75","cm",NA,38.8507055555556,-78.2049,NA,NA,"Dean Walton",NA,"United States",NA,"Dickey Hill","public",6414877
"100","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","2.5","cm",NA,33.766119939,-80.702214378,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",6545687
"101","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","8","cm",NA,33.813436583,-80.786676434,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",6832631
"102","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","2.5","cm",NA,33.832894755,-80.856006816,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",7022176
"103","Vitis","Vitis vulpina","diameter at breast height (1.3 m)","3.75","cm",NA,32.275584512,-80.755749999,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pinckney Island National Wildlife Refuge","public",7150746
"104","Vitis","Vitis vulpina","diameter at breast height (1.3 m)","7.5","cm",NA,35.4,-84,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",7252176
"105","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","7.5","cm",NA,33.813299733,-80.791025735,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",7350234
"106","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,33.801974139,-80.792679268,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",7652692
"107","Vitis",NA,"diameter at breast height (1.3 m)","4","cm",NA,33.827631753,-80.861347691,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",7848815
"108","Vitis",NA,"diameter at breast height (1.3 m)","7.5","cm",NA,35.064287864,-80.05226548,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pee Dee River National Wildlife Refuge; North side of Browns Creek, less than 10 meters from the bank, about 50-100 meters East of Bennett's Bridge Road.","public",8154293
"109","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","2.5","cm",NA,33.761950821,-80.737828194,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",8252317
"110","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,33.833349674,-80.857070581,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",8434402
"111","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,33.833349674,-80.857070581,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",9039247
"112","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.5","cm",NA,33.761950821,-80.737828194,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",9356198
"113","Vitis","Vitis vulpina","diameter at breast height (1.3 m)","7.5","cm",NA,35.423701493,-83.985766193,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",9757968
"114","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","1.75","cm",NA,35.088375922,-83.358251472,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Cedar Cliff/The Pinnacle","public",10060384
"115","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","5","cm",NA,33.813436583,-80.786676434,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",10659985
"116","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,33.805134473,-80.839055785,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",10961377
"117","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","5","cm",NA,33.813733769,-80.776259749,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11062004
"118","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","3.75","cm",NA,36.098954461,-82.434879382,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Nolichucky River","public",11164385
"119","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","7","cm",NA,33.788416777,-80.718903606,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11236006
"120","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3.8","cm",NA,33.824478013,-80.819263378,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11263239
"121","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","4.5","cm",NA,33.811554351,-80.832184926,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",11732352
"122","Vitis","Vitis aestivalis","diameter at breast height (1.3 m)","12.5","cm",NA,32.302246035,-80.830519776,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Spring Island","public",12063816
"123","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","5","cm",NA,33.811974564,-80.796821369,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",12156541
"124","Vitis","Vitis vulpina","diameter at breast height (1.3 m)","1.75","cm",NA,38.6515777777778,-78.3550555555556,NA,NA,"Dean Walton",NA,"United States",NA,"Jewel Hollow","public",12764621
"125","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","2.5","cm",NA,33.832894755,-80.856006816,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",12764784
"126","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","3","cm",NA,33.831552756,-80.824186244,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",12944456
"127","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","4","cm",NA,33.783199078,-80.789376321,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",12944684
"128","Vitis","Vitis rotundifolia","diameter at breast height (1.3 m)","4","cm",NA,33.78290948,-80.729476486,NA,NA,"Sally Landaal",NA,"United States",NA,"COSW","public",12963682
