"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"17","Opuntia","Opuntia laevis","whole plant growth form","shrub",NA,NA,NA,NA,NA,"http://www.jstor.org.ezproxy4.library.arizona.edu/stable/pdf/40021924.pdf","Whittaker RH",NA,"United States","Arizona","Santa Clarita Mountains","public",3845356
"18","Opuntia","Opuntia atropes","whole plant growth form","tree",NA,NA,NA,NA,NA,"https://www.researchgate.net/profile/Guillermo_Ibarra-Manriquez/publication/257197702_Fruiting_phenology_of_seed_dispersal_syndromes_in_a_Mexican_Neotropical_temperate_forest/links/5665c34e08ae418a786f266d.pdf","Cortés-Flores F",NA,"Mexico",NA,NA,"public",3846694
"19","Opuntia","Opuntia engelmannii","whole plant growth form","cactus",NA,NA,NA,NA,NA,"http://www.jstor.org.ezproxy1.library.arizona.edu/stable/pdf/2424164.pdf","Halvorson WL",NA,"United States","Arizona",NA,"public",3851072
"20","Opuntia","Opuntia littoralis","seed mass","7.294","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4432147
"21","Opuntia","Opuntia basilaris","seed mass","56.043","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4432171
"22","Opuntia","Opuntia basilaris","seed mass","27.608","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4432172
"23","Opuntia",NA,"diameter at breast height (1.3 m)","4.5","cm",NA,15.3333,-92.2,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",21408
"24","Opuntia",NA,"diameter at breast height (1.3 m)","5","cm",NA,15.3333,-92.2,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",60015
"25","Opuntia",NA,"diameter at breast height (1.3 m)","25","cm",NA,15.3333,-92.2,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",60093
"26","Opuntia",NA,"diameter at breast height (1.3 m)","3.5","cm",NA,15.3333,-92.2,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",60094
"27","Opuntia","Opuntia excelsa","diameter at breast height (1.3 m)","6","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",640168
"28","Opuntia","Opuntia excelsa","diameter at breast height (1.3 m)","11","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",640169
"29","Opuntia",NA,"diameter at breast height (1.3 m)","4","cm",NA,15.3333,-92.2,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1153485
"30","Opuntia",NA,"diameter at breast height (1.3 m)","3","cm",NA,15.3333,-92.2,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1153486
"31","Opuntia",NA,"diameter at breast height (1.3 m)","3","cm",NA,15.3333,-92.2,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1153487
"32","Opuntia","Opuntia excelsa","diameter at breast height (1.3 m)","22","cm",NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1599321
"33","Opuntia",NA,"whole plant growth form","tree",NA,NA,15.3333,-92.2,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1752904
"34","Opuntia",NA,"whole plant growth form","tree",NA,NA,15.3333,-92.2,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1749200
"35","Opuntia",NA,"whole plant growth form","tree",NA,NA,15.3333,-92.2,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1752902
"36","Opuntia",NA,"whole plant growth form","tree",NA,NA,15.3333,-92.2,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1752903
"37","Opuntia","Opuntia excelsa","whole plant growth form","tree",NA,NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1830902
"38","Opuntia","Opuntia excelsa","whole plant growth form","tree",NA,NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1831028
"39","Opuntia",NA,"whole plant growth form","tree",NA,NA,15.3333,-92.2,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1900628
"40","Opuntia",NA,"whole plant growth form","tree",NA,NA,15.3333,-92.2,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1900629
"41","Opuntia",NA,"whole plant growth form","tree",NA,NA,15.3333,-92.2,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1900630
"42","Opuntia","Opuntia excelsa","whole plant growth form","tree",NA,NA,19.5,-105.05,NA,NA,"James S. MIller",NA,"Mexico",NA,NA,"public",1961378
"43","Opuntia","Opuntia phaeacantha","diameter at breast height (1.3 m)","10","cm",NA,37.283549461,-113.097965329,NA,NA,"Marion Reid",NA,"United States",NA,"Kolob Terrace Road - 1.85 miles from Park entrance, just south of Subway Trailhead.; ZION","public",5241827
"44","Opuntia","Opuntia phaeacantha","diameter at breast height (1.3 m)","10","cm",NA,37.283549461,-113.097965329,NA,NA,"Marion Reid",NA,"United States",NA,"Kolob Terrace Road - 1.85 miles from Park entrance, just south of Subway Trailhead.; ZION","public",5841235
"45","Opuntia","Opuntia phaeacantha","diameter at breast height (1.3 m)","10","cm",NA,37.283549461,-113.097965329,NA,NA,"Marion Reid",NA,"United States",NA,"Kolob Terrace Road - 1.85 miles from Park entrance, just south of Subway Trailhead.; ZION","public",11663620
"46","Opuntia","Opuntia macrorhiza","diameter at breast height (1.3 m)","11","cm",NA,37.283549461,-113.097965329,NA,NA,"Marion Reid",NA,"United States",NA,"Kolob Terrace Road - 1.85 miles from Park entrance, just south of Subway Trailhead.; ZION","public",13566381
"47","Opuntia","Opuntia phaeacantha","diameter at breast height (1.3 m)","10","cm",NA,37.283549461,-113.097965329,NA,NA,"Marion Reid",NA,"United States",NA,"Kolob Terrace Road - 1.85 miles from Park entrance, just south of Subway Trailhead.; ZION","public",15170914
