"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"107","Castanea","Castanea pumila","diameter at breast height (1.3 m)","14.478","cm",NA,36.17,-94.36,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5251194
"108","Castanea","Castanea pumila","diameter at breast height (1.3 m)","3.302","cm",NA,36,-92.33,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5252036
"109","Castanea","Castanea pumila","diameter at breast height (1.3 m)","14.224","cm",NA,33.401043,-90.099024,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5291844
"110","Castanea","Castanea dentata","diameter at breast height (1.3 m)","3.048","cm",NA,35.42,-83.06,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5297736
"111","Castanea","Castanea dentata","diameter at breast height (1.3 m)","4.572","cm",NA,35.219668,-83.696151,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5302548
"112","Castanea","Castanea dentata","diameter at breast height (1.3 m)","23.876","cm",NA,42.408197,-75.297598,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5304605
"113","Castanea","Castanea pumila","diameter at breast height (1.3 m)","5.334","cm",NA,33.97,-94.67,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5307078
"114","Castanea","Castanea dentata","diameter at breast height (1.3 m)","2.794","cm",NA,35.25855,-84.099763,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5321501
"115","Castanea","Castanea pumila","diameter at breast height (1.3 m)","13.462","cm",NA,31.81,-94.72,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5322269
"116","Castanea","Castanea dentata","diameter at breast height (1.3 m)","6.604","cm",NA,37.28,-80.83,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5327962
"117","Castanea","Castanea dentata","diameter at breast height (1.3 m)","4.064","cm",NA,36.99352,-81.347323,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5330203
"118","Castanea","Castanea dentata","diameter at breast height (1.3 m)","5.334","cm",NA,37.005552,-81.88733,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5330252
"119","Castanea","Castanea dentata","diameter at breast height (1.3 m)","3.75","cm",NA,35.366027317,-82.91584302,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",5340092
"120","Castanea","Castanea dentata","diameter at breast height (1.3 m)","0.5","cm",NA,35.836793744,-81.900474157,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",5340102
"121","Castanea","Castanea dentata","diameter at breast height (1.3 m)","0.5","cm",NA,35.005174558,-83.142294758,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",5340103
"122","Castanea","Castanea dentata","diameter at breast height (1.3 m)","0.5","cm",NA,36.408685989,-81.51050985,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Paddy Mountain","public",5340104
"123","Castanea","Castanea dentata","diameter at breast height (1.3 m)","0.5","cm",NA,36.40587263,-81.466097437,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Mount Jefferson State Park","public",5340105
"124","Castanea","Castanea pumila","diameter at breast height (1.3 m)","1.75","cm",NA,35.187054329,-77.073089228,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Cool Springs Landing","public",5340106
"125","Castanea","Castanea pumila","diameter at breast height (1.3 m)","3.75","cm",NA,35.932364935,-82.85771832,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Murray Branch","public",5340107
"126","Castanea","Castanea pumila","diameter at breast height (1.3 m)","0.5","cm",NA,35.052562876,-82.915448808,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Toxaway Game Land - Turkey Beard Barren","public",5340109
"127","Castanea","Castanea pumila","diameter at breast height (1.3 m)","2.794","cm",NA,33.36,-87,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5343246
"128","Castanea","Castanea pumila","diameter at breast height (1.3 m)","2.54","cm",NA,34.080904,-87.558576,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5346684
"129","Castanea","Castanea pumila","diameter at breast height (1.3 m)","14.732","cm",NA,36.144703,-91.152332,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5352467
"130","Castanea","Castanea dentata","diameter at breast height (1.3 m)","5.3594","cm",NA,34.963578,-84.531405,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5372594
"131","Castanea","Castanea dentata","diameter at breast height (1.3 m)","14.986","cm",NA,44.525281,-84.508678,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5379989
"132","Castanea","Castanea dentata","diameter at breast height (1.3 m)","3.556","cm",NA,34.75,-76.72,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5395189
"133","Castanea","Castanea dentata","diameter at breast height (1.3 m)","3.048","cm",NA,35.23717,-83.884572,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5399142
"134","Castanea","Castanea dentata","diameter at breast height (1.3 m)","4.826","cm",NA,35.579185,-83.35057,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5399261
"135","Castanea","Castanea dentata","diameter at breast height (1.3 m)","14.732","cm",NA,40.91359,-75.66407,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5407547
"136","Castanea","Castanea dentata","diameter at breast height (1.3 m)","3.048","cm",NA,41.51926,-75.57009,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5407795
"137","Castanea","Castanea pumila","diameter at breast height (1.3 m)","41.148","cm",NA,31.39,-95.5,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5420124
"138","Castanea","Castanea dentata","diameter at breast height (1.3 m)","3.302","cm",NA,36.78,-80.86,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5426296
"139","Castanea","Castanea dentata","diameter at breast height (1.3 m)","2.794","cm",NA,38.17,-79.64,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5427551
"140","Castanea","Castanea dentata","diameter at breast height (1.3 m)","2.54","cm",NA,38.64,-79.14,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5427640
"141","Castanea","Castanea dentata","diameter at breast height (1.3 m)","3.048","cm",NA,37.08,-81.22,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5427672
"142","Castanea","Castanea dentata","diameter at breast height (1.3 m)","3.302","cm",NA,37.42,-80.53,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5427719
"143","Castanea","Castanea dentata","diameter at breast height (1.3 m)","14.224","cm",NA,38.36698,-80.31368,NA,NA,"Greg Reams",NA,"United States",NA,NA,"public",5436350
"144","Castanea","Castanea dentata","diameter at breast height (1.3 m)","1.75","cm",NA,35.67903318,-82.415147528,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Fork Mountain; end of spur road","public",5438214
