"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"20","Galium","Galium aparine","plant flowering begin","5/27/1928","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157538
"21","Galium","Galium aparine","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157771
"22","Galium","Galium aparine","plant flowering begin","5/27/1933","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157834
"23","Galium","Galium aparine","plant flowering begin","5/28/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157841
"24","Galium","Galium aparine","plant flowering begin","6/2/1960","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157924
"25","Galium","Galium aparine","plant flowering begin","6/3/1924","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157943
"26","Galium","Galium aparine","plant flowering begin","5/21/1955","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157944
"27","Galium","Galium aparine","plant flowering begin","5/27/1915","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157947
"28","Galium","Galium triflorum","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157956
"29","Galium","Galium aparine","plant flowering begin","6/13/1920","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157957
"30","Galium","Galium triflorum","plant flowering begin","5/14/1944","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157984
"31","Galium","Galium triflorum","plant flowering begin","5/13/1960","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157986
"32","Galium","Galium triflorum","plant flowering begin","4","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3157987
"33","Galium","Galium triflorum","seed mass","0.798041","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3157988
"34","Galium","Galium aparine","plant flowering begin","5/22/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3165217
"35","Galium","Galium boreale","plant flowering begin","6/13/1920","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3166431
"36","Galium","Galium boreale","plant flowering begin","6/6/1912","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3166443
"37","Galium","Galium boreale","plant flowering begin","6/6/1911","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3166526
"38","Galium","Galium triflorum","plant flowering begin","4","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3166681
"39","Galium","Galium aparine","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3168987
"40","Galium","Galium triflorum","plant flowering begin","5/25/1920","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3168124
"41","Galium","Galium aparine","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3169150
"42","Galium","Galium boreale","plant flowering begin","6/17/1917","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3169162
"43","Galium","Galium boreale","plant flowering begin","6/14/1913","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3169164
"44","Galium","Galium bolanderi","leaf area per leaf dry mass","0.164592593","m2.kg-1",NA,NA,NA,1750,"http://datadryad.org/resource/doi:10.5061/dryad.q2n8p","Stevens JT","jtstevens@ucdavis.edu","United States","California",NA,"public",3179133
"45","Galium","Galium triflorum","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3196914
"46","Galium","Galium aparine","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3198515
"47","Galium","Galium aparine","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3199435
"48","Galium","Galium triflorum","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3199583
"49","Galium","Galium triflorum","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3199582
"50","Galium","Galium boreale","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3208411
"51","Galium","Galium triflorum","plant flowering begin","4/3/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3251257
"52","Galium","Galium boreale","plant flowering begin","5/30/1955","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3251838
"53","Galium","Galium aparine","leaf area per leaf dry mass","0.387701149","m2.kg-1",NA,NA,NA,1750,"http://datadryad.org/resource/doi:10.5061/dryad.q2n8p","Stevens JT","jtstevens@ucdavis.edu","United States","California",NA,"public",3258565
"54","Galium","Galium septentrionale","leaf nitrogen content per leaf dry mass","28.5","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",38.89702,-106.9792,2815,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Approximately 1 mile north on Washington Gulch Road from Rte 135 north of Crested Butte CO.","public",3261568
"55","Galium","Galium boreale","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3261789
"56","Galium","Galium aparine","plant flowering begin","5/30/1914","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3384996
"57","Galium","Galium triflorum","plant flowering begin","4/30/1942","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3391348
"58","Galium","Galium triflorum","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3391539
"59","Galium","Galium triflorum","plant flowering begin","5/9/1921","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3391559
"60","Galium","Galium aparine","seed mass","8.296529","mg","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3391544
"61","Galium","Galium aparine","whole plant height","0.571429","m","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3391545
"62","Galium","Galium aparine","leaf area per leaf dry mass","33.36211","m2.kg-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3391546
"63","Galium","Galium aparine","leaf area","131.3829","mm2","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3391547
"64","Galium","Galium aparine","leaf nitrogen content per leaf dry mass","28.20979","mg.g-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3391548
"65","Galium","Galium triflorum","plant flowering begin","5/26/1926","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3391569
"66","Galium","Galium triflorum","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3391570
"67","Galium","Galium triflorum","whole plant height","0.8","m","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3391579
"68","Galium","Galium triflorum","leaf area","75","mm2","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3391580
"69","Galium","Galium triflorum","leaf nitrogen content per leaf dry mass","19.05136","mg.g-1","These measurements are taken from of a larger dataset assembled by Cornwell. Cornwell, W.K., Westoby, M., Falster, D.S. et al. (2014) Functional distinctiveness of major plant lineages. Journal of Ecology, 102, 345Â356.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.m88g7","Marx HE","h.marx.h@gmail.com","United States","Washington",NA,"public",3391581
"70","Galium","Galium boreale","plant flowering begin","6/8/1961","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3451572
"71","Galium","Galium boreale","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3445638
"72","Galium","Galium boreale","plant flowering begin","6/9/1958","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3451406
"73","Galium","Galium boreale","plant flowering begin","6/9/1915","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3451426
"74","Galium","Galium boreale","plant flowering begin","6/8/1910","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3451821
"75","Galium","Galium boreale","plant flowering begin","6/7/1925","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3452093
"76","Galium","Galium boreale","plant flowering begin","6/20/1950","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3452226
"77","Galium","Galium boreale","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3456562
"78","Galium","Galium boreale","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3465791
"79","Galium","Galium boreale","plant flowering begin","6/11/1960","date","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3465862
"80","Galium","Galium boreale","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3463734
"81","Galium","Galium boreale","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3462978
"82","Galium","Galium aparine","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3463644
"83","Galium","Galium aparine","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3464299
"84","Galium","Galium aparine","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3464647
"85","Galium","Galium boreale","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3464881
"86","Galium","Galium boreale","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3464563
"87","Galium","Galium boreale","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3464570
"88","Galium","Galium aparine","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3464629
"89","Galium","Galium aparine","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3464819
"90","Galium","Galium boreale","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3464907
"91","Galium","Galium aparine","plant flowering begin","5","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3465769
"92","Galium","Galium boreale","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3465776
"93","Galium","Galium boreale","plant flowering begin","6","month","first-flowering time",NA,NA,NA,NA,"Steven Travers","steven.travers@ndsu.edu","United States","North Dakota",NA,"public",3465805
"94","Galium","Galium boreale","whole plant growth form","herb",NA,NA,NA,NA,NA,"http://download.springer.com.ezproxy3.library.arizona.edu/static/pdf/391/chp%253A10.1007%252F978-1-4612-5950-3_13.pdf?originUrl=http%3A%2F%2Flink.springer.com%2Fchapter%2F10.1007%2F978-1-4612-5950-3_13&token2=exp=1489631259~acl=%2Fstatic%2Fpdf%2F391%2Fchp%25253A10.1007%25252F978-1-4612-5950-3_13.pdf%3ForiginUrl%3Dhttp%253A%252F%252Flink.springer.com%252Fchapter%252F10.1007%252F978-1-4612-5950-3_13*~hmac=e1b62476af34818ee746b39b5a305a99c58205203f0c80c61b0a12acf82803bc","Van Cleve K",NA,"United States","Alaska",NA,"public",3842517
"95","Galium","Galium mexicanum","whole plant growth form","herb",NA,NA,NA,NA,NA,"http://www.jstor.org.ezproxy4.library.arizona.edu/stable/pdf/40021924.pdf","Whittaker RH",NA,"United States","Arizona","Santa Clarita Mountains","public",3845294
"96","Galium","Galium stellatum","whole plant growth form","shrub",NA,NA,NA,NA,NA,"http://www.jstor.org.ezproxy4.library.arizona.edu/stable/pdf/40021924.pdf","Whittaker RH",NA,"United States","Arizona","Santa Clarita Mountains","public",3845295
"97","Galium","Galium wrightii","whole plant growth form","herb",NA,NA,NA,NA,NA,"http://www.jstor.org.ezproxy4.library.arizona.edu/stable/pdf/40021924.pdf","Whittaker RH",NA,"United States","Arizona","Santa Clarita Mountains","public",3845296
"98","Galium","Galium tinctorium","whole plant height","0.6","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3899526
"99","Galium","Galium trifidum","whole plant height","0.4","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3920287
"100","Galium","Galium aparine","whole plant height","0.1","m","Maximum height",NA,NA,NA,NA,NA,NA,"United States","Indiana",NA,"public",3923368
"101","Galium","Galium septentrionale","leaf carbon content per leaf dry mass","463.7","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",38.87801,-105.9809,2710,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Crested Butte Land Trust Confluence Site. 1 mi. N of Crested Butte along Slate River Road.","public",4184103
"102","Galium","Galium aparine","leaf carbon content per leaf nitrogen content","24.5477707",NA,NA,NA,NA,1750,"http://datadryad.org/resource/doi:10.5061/dryad.q2n8p","Stevens JT","jtstevens@ucdavis.edu","United States","California",NA,"public",4304456
"103","Galium","Galium bolanderi","leaf carbon content per leaf nitrogen content","26.1165644",NA,NA,NA,NA,1750,"http://datadryad.org/resource/doi:10.5061/dryad.q2n8p","Stevens JT","jtstevens@ucdavis.edu","United States","California",NA,"public",4375243
"104","Galium","Galium divaricatum","seed mass","0.095","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4413917
"105","Galium","Galium trifidum","seed mass","0.465","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4413918
"106","Galium","Galium nuttallii","seed mass","3.393","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4418157
"107","Galium","Galium aparine","seed mass","22.7","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4428409
"108","Galium","Galium angustifolium","seed mass","0.947","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4430158
"109","Galium","Galium mexicanum","seed mass","0.737","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4430173
"110","Galium","Galium bifolium","seed mass","0.7","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4430179
"111","Galium","Galium bolanderi","seed mass","1.882","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4430180
"112","Galium","Galium mexicanum","seed mass","1.225","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4430181
"113","Galium","Galium parisiense","seed mass","0.124","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4430182
"114","Galium","Galium trifidum","seed mass","0.29","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4430183
"115","Galium","Galium parisiense","seed mass","0.162","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4428738
"116","Galium","Galium angustifolium","seed mass","0.82","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4430161
"117","Galium","Galium bifolium","seed mass","0.49","mg","data compilation",NA,NA,NA,"http://ucjeps.berkeley.edu/EFT.html","D.D. Ackerly","dackerly@berkeley.edu","United States","California",NA,"public",4430165
"118","Galium","Galium septentrionale","leaf carbon content per leaf dry mass","445.612057","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",38.87801,-105.9809,2710,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Crested Butte Land Trust Confluence Site. 1 mi. N of Crested Butte along Slate River Road.","public",14436
"119","Galium","Galium septentrionale","leaf carbon content per leaf dry mass","456.9","mg.g-1","carbon concentration of oven-dried (70ÃÂ°C for 72 hours) tissue",38.89702,-106.9792,2815,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Approximately 1 mile north on Washington Gulch Road from Rte 135 north of Crested Butte CO.","public",3107310
"120","Galium","Galium septentrionale","leaf phosphorus content per leaf dry mass","1.75682","mg.g-1",NA,38.87801,-105.9809,2710,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Crested Butte Land Trust Confluence Site. 1 mi. N of Crested Butte along Slate River Road.","public",3109183
"121","Galium","Galium septentrionale","leaf nitrogen content per leaf dry mass","29.4","mg.g-1","Total amount of N per unit of dry leaf mass - Cornelissen et al. 2003",38.87801,-105.9809,2710,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Crested Butte Land Trust Confluence Site. 1 mi. N of Crested Butte along Slate River Road.","public",3114560
"122","Galium","Galium septentrionale","leaf phosphorus content per leaf dry mass","1.65294","mg.g-1",NA,38.87801,-105.9809,2710,NA,"Cyrille Violle/Brian Enquist ","cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu","United States","Colorado","Crested Butte Land Trust Confluence Site. 1 mi. N of Crested Butte along Slate River Road.","public",3114605
"123","Galium","Galium porrigens","seed mass","1.5","mg","We used the Jepson Manual (Jepson & Hickman 1993) for vegetative height, seed size and flowering dates and supplemented using other field guides (Smith 1952; Munz 1959), data bases [Ecological Flora Data base (http://ucjeps.berkeley.edu/efc/dbase.html)] and field measurements as needed.",34.67528,-120.0406,NA,"http://datadryad.org/resource/doi:10.5061/dryad.50hd2","Molinari MA","molinari@lifesci.ucsb.edu","United States","California","foothills of the Santa Ynez Mountains","public",3157974
"124","Galium","Galium porrigens","leaf area per leaf dry mass","19.3161","m2.kg-1","SLA was solely obtained via field measurements and calculated on three leaves (from separate individuals) by scanning leaves and analysing the images with Image J (Abramoff, Magalhaes & Ram 2004), petioles were excluded from the analysis. Leaf area for grasses was acquired using the leaf blade (i.e. the portion of the leaf above the sheath and ligule).",34.67528,-120.0406,NA,"http://datadryad.org/resource/doi:10.5061/dryad.50hd2","Molinari MA","molinari@lifesci.ucsb.edu","United States","California","foothills of the Santa Ynez Mountains","public",3157975
